Quantidade | Indice
1          | 53398
1          | 53404
1          | 53410
1          | 53415
1          | 53421
1          | 53431
1          | 53440
1          | 53453
1          | 53460
1          | 53469
1          | 53475
1          | 53499
1          | 53508
1          | 53524
1          | 53528
1          | 53531
1          | 53542
1          | 53577
1          | 53593
1          | 53597
1          | 53598
1          | 53599
1          | 53603
1          | 53607
1          | 53648
1          | 53652
1          | 53657
1          | 53674
1          | 53676
1          | 53678
1          | 53687
1          | 53689
1          | 53690
1          | 53691
1          | 53692
1          | 53693
1          | 53697
1          | 53700
1          | 53721
1          | 53724
1          | 53725
1          | 53732
1          | 53735
1          | 53739
1          | 53742
1          | 53750
1          | 53751
1          | 53754
1          | 53769
1          | 53772
1          | 53773
1          | 53777
1          | 53778
1          | 53783
1          | 53789
1          | 53790
1          | 53796
1          | 53799
1          | 53804
1          | 53806
1          | 53809
1          | 53817
1          | 53821
1          | 53835
1          | 53837
1          | 53851
1          | 53864
1          | 53867
1          | 53870
1          | 53875
1          | 53877
1          | 53878
1          | 53891
1          | 53906
1          | 53908
1          | 53910
1          | 53911
1          | 53912
1          | 53919
1          | 53921
1          | 53923
1          | 53940
1          | 53942
1          | 53944
1          | 53956
1          | 53969
1          | 53976
1          | 53987
1          | 53990
1          | 53994
1          | 53995
1          | 53998
1          | 54002
1          | 54005
1          | 54006
1          | 54010
1          | 54011
1          | 54021
1          | 54023
1          | 54025
1          | 54042
1          | 54065
1          | 54071
1          | 54074
1          | 54080
1          | 54083
1          | 54098
1          | 54101
1          | 54130
1          | 54139
1          | 54156
1          | 54162
1          | 54164
1          | 54167
1          | 54174
1          | 54183
1          | 54195
1          | 54203
1          | 54204
1          | 54218
1          | 54219
1          | 54220
1          | 54221
1          | 54225
1          | 54226
1          | 54229
1          | 54236
1          | 54241
1          | 54249
1          | 54255
1          | 54257
1          | 54260
1          | 54275
1          | 54277
1          | 54278
1          | 54291
1          | 54296
1          | 54299
1          | 54302
1          | 54313
1          | 54318
1          | 54320
1          | 54321
1          | 54330
1          | 54348
1          | 54352
1          | 54362
1          | 54377
1          | 54386
1          | 54388
1          | 54389
1          | 54390
1          | 54406
1          | 54408
1          | 54413
1          | 54421
1          | 54434
1          | 54440
1          | 54443
1          | 54454
1          | 54463
1          | 54477
1          | 54479
1          | 54495
1          | 54496
1          | 54498
1          | 54504
1          | 54510
1          | 54516
1          | 54519
1          | 54524
1          | 54531
1          | 54540
1          | 54541
1          | 54542
1          | 54544
1          | 54577
1          | 54579
1          | 54581
1          | 54582
1          | 54590
1          | 54596
1          | 54597
1          | 54599
1          | 54605
1          | 54610
1          | 54618
1          | 54629
1          | 54653
1          | 54654
1          | 54655
1          | 54663
1          | 54664
1          | 54675
1          | 54689
1          | 54700
1          | 54702
1          | 54707
1          | 54710
1          | 54711
1          | 54713
1          | 54720
1          | 54724
1          | 54726
1          | 54739
1          | 54758
1          | 54762
1          | 54765
1          | 54773
1          | 54775
1          | 54777
1          | 54780
1          | 54785
1          | 54797
1          | 54803
1          | 54810
1          | 54816
1          | 54819
1          | 54820
1          | 54824
1          | 54828
1          | 54839
1          | 54846
1          | 54847
1          | 54859
1          | 54863
1          | 54868
1          | 54869
1          | 54872
1          | 54880
1          | 54881
1          | 54886
1          | 54888
1          | 54889
1          | 54893
1          | 54894
1          | 54895
1          | 54900
1          | 54903
1          | 54904
1          | 54916
1          | 54918
1          | 54935
1          | 54937
1          | 54942
1          | 54957
1          | 54975
1          | 54996
1          | 55005
1          | 55017
1          | 55018
1          | 55019
1          | 55032
1          | 55050
1          | 55051
1          | 55053
1          | 55054
1          | 55058
1          | 55067
1          | 55068
1          | 55070
1          | 55072
1          | 55074
1          | 55076
1          | 55077
1          | 55088
1          | 55103
1          | 55105
1          | 55106
1          | 55109
1          | 55110
1          | 55112
1          | 55120
1          | 55127
1          | 55144
1          | 55161
1          | 55184
1          | 55185
1          | 55189
1          | 55190
1          | 55191
1          | 55192
1          | 55196
1          | 55199
1          | 55201
1          | 55203
1          | 55215
1          | 55216
1          | 55222
1          | 55231
1          | 55235
1          | 55237
1          | 55239
1          | 55247
1          | 55249
1          | 55251
1          | 55254
1          | 55255
1          | 55259
1          | 55265
1          | 55277
1          | 55279
1          | 55298
1          | 55300
1          | 55307
1          | 55309
1          | 55344
1          | 55367
1          | 55369
1          | 55389
1          | 55393
1          | 55405
1          | 55407
1          | 55415
1          | 55416
1          | 55420
1          | 55421
1          | 55422
1          | 55427
1          | 55435
1          | 55438
1          | 55439
1          | 55441
1          | 55444
1          | 55450
1          | 55455
1          | 55470
1          | 55471
1          | 55474
1          | 55477
1          | 55486
1          | 55496
1          | 55502
1          | 55505
1          | 55514
1          | 55515
1          | 55517
1          | 55522
1          | 55533
1          | 55535
1          | 55579
1          | 55587
1          | 55592
1          | 55613
1          | 55617
1          | 55628
1          | 55630
1          | 55632
1          | 55635
1          | 55639
1          | 55642
1          | 55655
1          | 55656
1          | 55658
1          | 55662
1          | 55676
1          | 55678
1          | 55680
1          | 55681
1          | 55689
1          | 55694
1          | 55696
1          | 55697
1          | 55715
1          | 55723
1          | 55730
1          | 55738
1          | 55740
1          | 55743
1          | 55749
1          | 55753
